index,Customer ID,Gender,Age,Location,EstimatedIncome,Purchased
0,00211,Male,19.0,Rural,22000.0,0
1,00212,Male,35.0,Semi Arban,20000.0,0
2,00213,Female,26.0,Arban,36000.0,0
3,00214,Female,27.0,Rural,57000.0,0
4,00215,Male,19.0,Rural,76000.0,0
5,00216,Male,27.0,Rural,60000.0,1
6,00217,Female,27.0,Rural,84000.0,0
7,00218,Female,32.0,Arban,150000.0,1
8,00219,Male,25.0,Rural,33000.0,1
9,00220,Female,35.0,Rural,65000.0,1
10,00221,Female,26.0,Rural,80000.0,0
11,00222,Female,26.0,Rural,52000.0,0
12,00223,Male,32.0,Rural,86000.0,1
13,00224,Male,32.0,Semi Arban,19000.0,1
14,00225,Male,18.0,Semi Arban,82000.0,1
15,00226,Male,29.0,Semi Arban,80000.0,1
17,00227,Male,47.0,Arban,25000.0,1
18,00228,Male,45.0,Arban,26000.0,1
20,00229,Male,46.0,Arban,28000.0,1
22,00230,Female,48.0,Arban,29000.0,0
23,00231,Male,45.0,Semi Arban,22000.0,1
24,00232,Female,47.0,Semi Arban,49000.0,0
25,00233,Male,32.0,Semi Arban,41000.0,0
26,00234,Female,45.0,Semi Arban,22000.0,0
27,00235,Male,46.0,Arban,23000.0,1
28,00236,Male,47.0,Arban,20000.0,1
29,00237,Male,49.0,Semi Arban,28000.0,1
30,00238,Female,47.0,Rural,30000.0,1
31,00239,Male,29.0,Rural,43000.0,1
32,00240,Male,31.0,Rural,18000.0,0
33,00241,Male,31.0,Rural,74000.0,1
34,00242,Female,27.0,Rural,137000.0,1
35,00243,Female,21.0,Rural,16000.0,0
36,00244,Female,28.0,Rural,44000.0,0
37,00245,Male,27.0,Rural,90000.0,1
38,00246,Male,35.0,Rural,27000.0,0
39,00247,Female,33.0,Rural,28000.0,0
40,00248,Male,32.0,Rural,49000.0,0
41,00249,Female,26.0,Rural,72000.0,0
42,00250,Female,27.0,Rural,31000.0,0
43,00251,Female,27.0,Rural,17000.0,0
44,00252,Female,33.0,Rural,51000.0,0
45,00253,Male,35.0,Rural,108000.0,1
46,00254,Male,30.0,Semi Arban,15000.0,0
47,00255,Female,28.0,Semi Arban,84000.0,0
48,00256,Male,23.0,Semi Arban,20000.0,0
49,00257,Male,25.0,Arban,79000.0,1
50,00258,Female,27.0,Arban,54000.0,0
51,00259,Male,30.0,Arban,135000.0,1
52,00260,Female,31.0,Arban,89000.0,1
53,00261,Female,24.0,Arban,32000.0,1
54,00262,Female,18.0,Arban,44000.0,1
55,00263,Female,32.0,Arban,83000.0,0
56,00264,Female,35.0,Arban,23000.0,1
57,00265,Female,27.0,Arban,58000.0,1
58,00266,Female,24.0,Arban,55000.0,1
59,00267,Female,23.0,Arban,48000.0,1
60,00268,Male,28.0,Rural,79000.0,1
61,00269,Male,22.0,Rural,18000.0,0
62,00270,Female,32.0,Rural,117000.0,1
63,00271,Male,27.0,Rural,20000.0,0
64,00272,Male,25.0,Rural,87000.0,1
65,00273,Female,23.0,Rural,66000.0,0
66,00274,Male,32.0,Semi Arban,120000.0,1
67,00275,Female,32.0,Rural,83000.0,0
68,00276,Male,24.0,Rural,58000.0,1
69,00277,Male,24.0,Rural,19000.0,0
70,00278,Female,23.0,Rural,82000.0,1
71,00279,Female,22.0,Rural,63000.0,1
72,00280,Female,31.0,Semi Arban,68000.0,0
73,00281,Male,25.0,Semi Arban,80000.0,0
74,00282,Female,24.0,Semi Arban,27000.0,0
75,00283,Female,20.0,Semi Arban,23000.0,0
76,00284,Female,33.0,Semi Arban,113000.0,1
77,00285,Male,32.0,Semi Arban,18000.0,0
78,00286,Male,34.0,Arban,112000.0,1
79,00287,Male,18.0,Arban,52000.0,0
80,00288,Female,22.0,Arban,27000.0,0
81,00289,Female,32.0,Arban,87000.0,0
82,00290,Female,26.0,Arban,17000.0,0
83,00291,Male,30.0,Arban,80000.0,1
84,00292,Male,39.0,Arban,42000.0,1
85,00293,Male,20.0,Arban,49000.0,0
86,00294,Male,35.0,Arban,88000.0,1
87,00295,Female,30.0,Arban,62000.0,1
88,00296,Female,31.0,Arban,118000.0,1
89,00297,Male,24.0,Semi Arban,55000.0,1
90,00298,Female,28.0,Semi Arban,85000.0,1
91,00299,Male,26.0,Semi Arban,81000.0,1
92,00300,Male,35.0,Semi Arban,50000.0,1
93,00301,Male,22.0,Semi Arban,81000.0,1
94,00302,Female,32.0,Rural,116000.0,0
95,00303,Male,26.0,Rural,15000.0,0
96,00304,Female,29.0,Rural,28000.0,0
97,00305,Female,29.0,Rural,83000.0,1
98,00306,Female,35.0,Rural,44000.0,0
99,00307,Female,35.0,Arban,25000.0,0
100,00308,Male,28.0,Arban,123000.0,1
101,00309,Male,35.0,Arban,73000.0,1
102,00310,Female,28.0,Arban,37000.0,0
103,00311,Male,27.0,Semi Arban,88000.0,1
104,00312,Male,28.0,Semi Arban,59000.0,0
105,00313,Female,32.0,Semi Arban,86000.0,1
106,00314,Female,33.0,Arban,149000.0,1
107,00315,Female,19.0,Arban,21000.0,0
108,00316,Male,21.0,Arban,72000.0,1
109,00317,Female,26.0,Arban,35000.0,0
110,00318,Male,27.0,Arban,89000.0,1
111,00319,Male,26.0,Arban,86000.0,1
112,00320,Female,38.0,Arban,80000.0,1
113,00321,Female,39.0,Arban,71000.0,1
114,00322,Female,37.0,Arban,71000.0,1
115,00323,Male,38.0,Arban,61000.0,1
116,00324,Male,37.0,Arban,55000.0,1
117,00325,Male,42.0,Arban,80000.0,1
118,00326,Male,40.0,Arban,57000.0,1
119,00327,Male,35.0,Arban,75000.0,1
120,00328,Male,36.0,Arban,52000.0,1
121,00329,Male,40.0,Arban,59000.0,1
122,00330,Male,41.0,Arban,59000.0,0
123,00331,Female,36.0,Arban,75000.0,0
126,00334,Male,35.0,Arban,53000.0,1
127,00335,Female,41.0,Arban,51000.0,0
128,00336,Female,39.0,Arban,61000.0,0
129,00337,Male,42.0,Arban,65000.0,0
130,00338,Male,26.0,Semi Arban,32000.0,0
131,00339,Male,30.0,Rural,17000.0,0
132,00340,Female,26.0,Arban,84000.0,1
133,00341,Male,31.0,Arban,58000.0,1
134,00342,Male,33.0,Rural,31000.0,1
135,00343,Male,30.0,Arban,87000.0,1
136,00344,Female,21.0,Semi Arban,68000.0,1
137,00345,Female,28.0,Semi Arban,55000.0,1
138,00346,Male,23.0,Semi Arban,63000.0,1
139,00347,Female,20.0,Arban,82000.0,0
140,00348,Male,30.0,Arban,107000.0,1
141,00349,Female,28.0,Arban,59000.0,0
142,00350,Male,19.0,Rural,25000.0,0
143,00351,Male,19.0,Arban,85000.0,0
144,00352,Female,18.0,Arban,68000.0,0
145,00353,Male,35.0,Arban,59000.0,1
146,00354,Male,30.0,Arban,89000.0,0
147,00355,Female,34.0,Rural,25000.0,0
148,00356,Female,24.0,Arban,89000.0,0
149,00357,Female,27.0,Arban,96000.0,1
150,00358,Female,41.0,Semi Arban,30000.0,0
151,00359,Male,29.0,Semi Arban,61000.0,0
152,00360,Male,20.0,Semi Arban,74000.0,0
153,00361,Female,26.0,Rural,15000.0,0
154,00362,Male,41.0,Semi Arban,45000.0,0
155,00363,Male,31.0,Arban,76000.0,1
156,00364,Female,36.0,Semi Arban,50000.0,0
157,00365,Male,40.0,Semi Arban,47000.0,0
158,00366,Female,31.0,Semi Arban,15000.0,0
159,00367,Male,46.0,Semi Arban,59000.0,1
160,00368,Male,29.0,Semi Arban,75000.0,1
161,00369,Male,26.0,Semi Arban,30000.0,0
162,00370,Female,32.0,Arban,135000.0,1
163,00371,Male,32.0,Arban,100000.0,1
164,00372,Male,25.0,Arban,90000.0,0
165,00373,Female,37.0,Rural,33000.0,0
166,00374,Male,35.0,Rural,38000.0,1
167,00375,Female,33.0,Semi Arban,69000.0,1
168,00376,Female,18.0,Arban,86000.0,0
169,00377,Female,22.0,Arban,55000.0,0
170,00378,Female,35.0,Arban,71000.0,1
171,00379,Male,29.0,Arban,148000.0,1
172,00380,Female,29.0,Semi Arban,47000.0,0
173,00381,Male,21.0,Arban,88000.0,1
174,00382,Male,34.0,Arban,115000.0,1
175,00383,Female,26.0,Arban,118000.0,1
176,00384,Female,34.0,Rural,43000.0,0
177,00385,Female,34.0,Semi Arban,72000.0,0
178,00386,Female,23.0,Rural,28000.0,0
179,00387,Female,35.0,Semi Arban,47000.0,0
180,00388,Male,25.0,Semi Arban,22000.0,1
181,00389,Male,24.0,Semi Arban,23000.0,1
182,00390,Female,31.0,Rural,34000.0,0
183,00391,Male,26.0,Rural,16000.0,0
184,00392,Female,31.0,Semi Arban,71000.0,0
185,00393,Female,32.0,Arban,117000.0,1
186,00394,Male,33.0,Semi Arban,43000.0,1
187,00395,Female,33.0,Semi Arban,60000.0,0
188,00396,Male,31.0,Semi Arban,66000.0,1
189,00397,Female,20.0,Arban,82000.0,0
190,00398,Female,33.0,Rural,41000.0,0
191,00399,Male,35.0,Rural,72000.0,1
192,00400,Male,28.0,Rural,32000.0,1
193,00401,Male,24.0,Arban,84000.0,1
194,00402,Female,19.0,Rural,26000.0,0
195,00403,Male,29.0,Semi Arban,43000.0,0
196,00404,Male,19.0,Arban,70000.0,0
197,00405,Male,28.0,Arban,89000.0,1
198,00406,Male,34.0,Arban,43000.0,1
199,00407,Female,30.0,Arban,79000.0,0
200,00408,Female,20.0,Semi Arban,36000.0,0
201,00409,Male,26.0,Arban,80000.0,1
202,00410,Male,35.0,Rural,22000.0,1
206,00414,Female,41.0,Arban,71000.0,0
207,00415,Female,58.0,Arban,101000.0,1
208,00416,Female,47.0,Semi Arban,47000.0,0
209,00417,Female,55.0,Arban,130000.0,1
210,00418,Female,52.0,Arban,114000.0,0
211,00419,Female,40.0,Arban,142000.0,1
212,00420,Female,46.0,Rural,22000.0,0
213,00421,Female,48.0,Arban,96000.0,1
214,00422,Male,52.0,Arban,150000.0,1
215,00423,Female,59.0,Semi Arban,42000.0,0
216,00424,Male,35.0,Semi Arban,58000.0,1
217,00425,Male,47.0,Semi Arban,43000.0,0
218,00426,Female,60.0,Semi Arban,108000.0,0
219,00427,Male,49.0,Semi Arban,65000.0,0
220,00428,Male,40.0,Semi Arban,78000.0,0
221,00429,Female,46.0,Arban,96000.0,0
222,00430,Male,59.0,Arban,143000.0,0
223,00431,Female,41.0,Arban,80000.0,0
224,00432,Male,35.0,Arban,91000.0,1
225,00433,Male,37.0,Arban,144000.0,1
226,00434,Male,60.0,Arban,102000.0,0
227,00435,Female,35.0,Semi Arban,60000.0,1
228,00436,Male,37.0,Semi Arban,53000.0,1
229,00437,Female,36.0,Semi Arban,126000.0,1
230,00438,Male,56.0,Semi Arban,133000.0,1
231,00439,Female,40.0,Semi Arban,72000.0,0
232,00440,Female,42.0,Arban,80000.0,1
233,00441,Female,35.0,Arban,147000.0,1
234,00442,Male,39.0,Arban,42000.0,1
235,00443,Male,40.0,Arban,107000.0,1
236,00444,Male,49.0,Rural,86000.0,1
237,00445,Female,38.0,Arban,112000.0,1
238,00446,Male,46.0,Rural,79000.0,1
239,00447,Male,40.0,Rural,57000.0,1
240,00448,Female,37.0,Rural,80000.0,1
241,00449,Female,46.0,Semi Arban,82000.0,1
242,00450,Female,53.0,Arban,143000.0,1
243,00451,Male,42.0,Arban,149000.0,1
244,00452,Male,38.0,Semi Arban,59000.0,1
245,00453,Female,50.0,Semi Arban,88000.0,1
246,00454,Female,56.0,Arban,104000.0,0
247,00455,Female,41.0,Arban,72000.0,0
248,00456,Female,51.0,Arban,146000.0,1
249,00457,Female,35.0,Semi Arban,50000.0,0
250,00458,Female,57.0,Arban,122000.0,1
251,00459,Male,41.0,Rural,52000.0,1
252,00460,Female,35.0,Semi Arban,97000.0,1
253,00461,Female,44.0,Rural,39000.0,0
254,00462,Male,37.0,Arban,52000.0,1
255,00463,Female,48.0,Arban,134000.0,1
256,00464,Female,37.0,Arban,146000.0,1
257,00465,Female,50.0,Rural,44000.0,0
258,00466,Female,52.0,Arban,90000.0,1
259,00467,Female,41.0,Rural,72000.0,0
260,00468,Male,40.0,Rural,57000.0,1
261,00469,Female,58.0,Rural,95000.0,0
262,00470,Female,45.0,Arban,131000.0,1
263,00471,Female,35.0,Arban,77000.0,1
264,00472,Male,36.0,Arban,144000.0,1
265,00473,Female,55.0,Rural,125000.0,0
266,00474,Female,35.0,Rural,72000.0,0
267,00475,Male,48.0,Rural,90000.0,1
268,00476,Female,42.0,Semi Arban,108000.0,1
269,00477,Male,40.0,Rural,75000.0,1
270,00478,Male,37.0,Rural,74000.0,1
271,00479,Female,47.0,Arban,144000.0,1
272,00480,Male,40.0,Semi Arban,61000.0,0
273,00481,Female,43.0,Rural,133000.0,0
274,00482,Female,59.0,Semi Arban,76000.0,0
275,00483,Male,60.0,Arban,42000.0,0
276,00484,Male,39.0,Arban,106000.0,1
277,00485,Female,57.0,Arban,26000.0,0
278,00486,Male,57.0,Rural,74000.0,1
279,00487,Male,38.0,Rural,71000.0,1
280,00488,Male,49.0,Rural,88000.0,1
281,00489,Female,52.0,Arban,38000.0,0
282,00490,Female,50.0,Semi Arban,36000.0,0
283,00491,Female,59.0,Arban,88000.0,0
284,00492,Male,35.0,Arban,61000.0,1
285,00493,Male,37.0,Semi Arban,70000.0,1
286,00494,Female,52.0,Rural,21000.0,0
287,00495,Male,48.0,Arban,141000.0,0
288,00496,Female,37.0,Arban,93000.0,1
289,00497,Female,37.0,Semi Arban,62000.0,0
290,00498,Female,48.0,Arban,138000.0,1
291,00499,Male,41.0,Semi Arban,79000.0,1
292,00500,Female,37.0,Semi Arban,78000.0,1
293,00501,Male,39.0,Arban,134000.0,1
294,00502,Male,49.0,Arban,89000.0,1
295,00503,Male,55.0,Semi Arban,39000.0,1
296,00504,Male,37.0,Semi Arban,77000.0,1
297,00505,Female,35.0,Semi Arban,57000.0,0
298,00506,Female,36.0,Semi Arban,63000.0,0
299,00507,Male,42.0,Semi Arban,73000.0,1
300,00508,Female,43.0,Arban,112000.0,1
301,00509,Male,45.0,Arban,79000.0,0
302,00510,Male,46.0,Arban,117000.0,1
303,00511,Female,58.0,Arban,38000.0,0
304,00512,Male,48.0,Arban,74000.0,1
305,00513,Female,37.0,Arban,137000.0,1
306,00514,Male,37.0,Arban,79000.0,1
307,00515,Female,40.0,Rural,60000.0,0
308,00516,Male,42.0,Rural,54000.0,1
309,00517,Female,51.0,Arban,134000.0,0
310,00518,Female,47.0,Arban,113000.0,1
311,00519,Male,36.0,Arban,125000.0,1
312,00520,Female,38.0,Arban,50000.0,0
313,00521,Female,42.0,Arban,70000.0,0
314,00522,Male,39.0,Arban,96000.0,1
315,00523,Female,38.0,Semi Arban,50000.0,0
316,00524,Female,49.0,Arban,141000.0,1
317,00525,Female,39.0,Semi Arban,79000.0,0
318,00526,Female,39.0,Arban,75000.0,1
319,00527,Female,54.0,Arban,104000.0,1
320,00528,Male,35.0,Semi Arban,55000.0,1
321,00529,Male,45.0,Semi Arban,32000.0,1
322,00530,Male,36.0,Semi Arban,60000.0,1
323,00531,Female,52.0,Arban,138000.0,1
324,00532,Female,53.0,Arban,82000.0,0
325,00533,Male,41.0,Arban,52000.0,0
326,00534,Female,48.0,Arban,30000.0,0
327,00535,Female,48.0,Arban,131000.0,1
328,00536,Female,41.0,Rural,60000.0,0
329,00537,Male,41.0,Rural,72000.0,1
330,00538,Female,42.0,Rural,75000.0,0
331,00539,Male,36.0,Arban,118000.0,1
332,00540,Female,47.0,Arban,107000.0,1
333,00541,Male,38.0,Semi Arban,51000.0,1
334,00542,Female,48.0,Semi Arban,119000.0,1
335,00543,Male,42.0,Semi Arban,65000.0,1
336,00544,Male,40.0,Semi Arban,65000.0,1
337,00545,Male,57.0,Semi Arban,60000.0,1
338,00546,Female,36.0,Semi Arban,54000.0,0
339,00547,Male,58.0,Semi Arban,144000.0,1
340,00548,Male,35.0,Semi Arban,79000.0,1
341,00549,Female,38.0,Semi Arban,55000.0,0
342,00550,Male,39.0,Arban,122000.0,1
343,00551,Female,53.0,Arban,104000.0,0
344,00552,Male,35.0,Arban,75000.0,1
345,00553,Female,38.0,Arban,65000.0,0
346,00554,Female,47.0,Semi Arban,51000.0,0
347,00555,Male,47.0,Arban,105000.0,1
348,00556,Female,41.0,Arban,63000.0,0
349,00557,Male,53.0,Arban,72000.0,1
350,00558,Female,54.0,Arban,108000.0,1
351,00559,Male,39.0,Arban,77000.0,1
352,00560,Male,38.0,Semi Arban,61000.0,1
353,00561,Female,38.0,Arban,113000.0,1
354,00562,Male,37.0,Arban,75000.0,1
355,00563,Female,42.0,Arban,90000.0,1
356,00564,Female,37.0,Semi Arban,57000.0,1
357,00565,Male,36.0,Arban,99000.0,1
358,00566,Male,60.0,Rural,34000.0,0
359,00567,Male,54.0,Arban,70000.0,1
360,00568,Female,41.0,Arban,72000.0,0
361,00569,Male,40.0,Arban,71000.0,1
362,00570,Male,42.0,Semi Arban,54000.0,0
363,00571,Male,43.0,Arban,129000.0,1
364,00572,Female,53.0,Arban,34000.0,0
365,00573,Female,47.0,Semi Arban,50000.0,1
366,00574,Female,42.0,Arban,79000.0,0
367,00575,Male,42.0,Arban,104000.0,1
368,00576,Female,59.0,Rural,29000.0,0
369,00577,Female,58.0,Rural,47000.0,0
370,00578,Male,46.0,Arban,88000.0,1
371,00579,Male,38.0,Arban,71000.0,1
372,00580,Female,54.0,Rural,26000.0,0
373,00581,Female,60.0,Semi Arban,46000.0,0
374,00582,Male,60.0,Arban,83000.0,1
375,00583,Female,39.0,Arban,73000.0,1
376,00584,Male,59.0,Arban,130000.0,1
377,00585,Female,37.0,Arban,80000.0,0
378,00586,Female,46.0,Rural,32000.0,1
379,00587,Female,46.0,Semi Arban,74000.0,0
380,00588,Female,42.0,Semi Arban,53000.0,0
381,00589,Male,41.0,Semi Arban,87000.0,1
382,00590,Female,58.0,Rural,23000.0,0
383,00591,Male,42.0,Semi Arban,64000.0,1
384,00592,Male,48.0,Rural,33000.0,1
385,00593,Male,47.0,Rural,23000.0,1
386,00594,Female,45.0,Arban,45000.0,1
387,00595,Male,60.0,Rural,42000.0,0
388,00596,Female,39.0,Rural,59000.0,1
389,00597,Female,46.0,Semi Arban,41000.0,0
390,00598,Male,51.0,Semi Arban,23000.0,0
391,00599,Female,50.0,Rural,20000.0,0
392,00600,Male,36.0,Rural,33000.0,0
393,00601,Male,49.0,Arban,36000.0,0
394,00602,Male,59.0,Rural,29000.0,0
395,00603,Male,58.0,Rural,47000.0,0
396,00604,Male,46.0,Arban,88000.0,1
397,00605,Male,38.0,Arban,71000.0,1
398,00606,Male,54.0,Rural,26000.0,0
399,00607,Male,60.0,Semi Arban,46000.0,0
400,00608,Male,60.0,Arban,83000.0,1
401,00609,Male,39.0,Arban,73000.0,1
402,00610,Male,59.0,Arban,130000.0,1
403,00611,Female,37.0,Arban,80000.0,1
404,00612,Male,46.0,Rural,32000.0,1
405,00613,Male,46.0,Semi Arban,74000.0,0
406,00614,Male,42.0,Semi Arban,53000.0,1
407,00615,Male,41.0,Semi Arban,87000.0,1
408,00616,Male,58.0,Rural,23000.0,0
409,00617,Female,42.0,Semi Arban,64000.0,1
410,00618,Male,48.0,Rural,33000.0,0
411,00619,Male,47.0,Rural,23000.0,1
412,00620,Male,45.0,Arban,45000.0,1
413,00621,Male,60.0,Rural,42000.0,0
414,00622,Male,39.0,Rural,59000.0,1
415,00623,Male,46.0,Semi Arban,41000.0,0
416,00624,Female,51.0,Semi Arban,23000.0,0
417,00625,Male,50.0,Rural,20000.0,0
418,00626,Male,36.0,Rural,33000.0,1
419,00627,Male,49.0,Arban,36000.0,0
